instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
151_2.0,1,1778.7121417392377,1817.8117131495308,0.0007522113927817584,874.0709998607635,2398,2398,11552,874.0720000267029
256_1.5,3,60904.72382444681,Inf,0.0,539.2660000324249,332,332,980,539.2669999599457
O145,3,324.4522073058922,324.4522073058922,1.002615752582352,1755.707999944687,9692,2972,47608,2007.4950001239777
S187,4,424.83517469937533,424.83517469937533,26.754468239993507,216.8619999885559,1599,5725,1271,447.8069999217987
S249,5,599.9829674986289,599.9829674986289,75.97459040739481,120.87700009346008,146,6429,3377,941.279000043869
S25,1,49.718423704502726,49.718423704502726,37.97640360534196,1.5360000133514404,174,2153,167,4.306999921798706
S25,2,49.7184237045204,49.7184237045204,1.2543997436523568,3.552999973297119,835,328,155,4.540999889373779
S25,3,49.718423704489915,49.719367843226635,0.0009000125885449961,4.069999933242798,147,147,163,4.069999933242798
S25,4,49.718423704508,49.718423704508,26.936099356555943,1.9250001907348633,1874,1901,170,4.354000091552734
S25,5,49.71842370449512,49.71842370449512,68.26890900790694,0.6979999542236328,591,3072,161,4.309000015258789
O273,3,589.6897188892628,591.3457114965247,0.0009310321559567213,972.2090001106262,3353,3353,2938,972.212000131607
256_1.5,4,59802.653453507315,Inf,0.0004586138660345128,537.5409998893738,353,353,1016,537.5420000553131
S187,5,424.83517469937055,424.83517469937055,16.343561928336793,267.52300000190735,3572,4317,1479,447.86100006103516
S19,1,38.177769175092486,38.177769175092486,100.0,0.002000093460083008,1,3155,90,2.007000207901001
S19,2,38.177769175092514,38.177769175092514,100.0,0.0009999275207519531,0,3129,92,2.006999969482422
S19,3,38.17776917509248,38.17776917509248,100.0,0.002000093460083008,1,3472,92,2.009999990463257
S19,4,38.177769175092514,38.177769175092514,100.0,0.0009999275207519531,0,2883,90,2.6689999103546143
S19,5,38.17776917509248,38.17776917509248,100.0,0.003000020980834961,1,2300,82,2.2879998683929443
151_2.0,2,1777.5296314017442,1817.0504440038987,0.0009927133659521617,873.710000038147,2755,2755,13519,873.7109999656677
256_1.5,5,59490.01769489712,Inf,5.770726643090493e-6,536.9789998531342,309,309,1040,536.9789998531342
121_1.5,3,3875.0561214105123,3965.961251735902,0.000959077001620115,1634.6989998817444,47,47,13390,1634.6989998817444
O273,4,589.6897188892628,591.3461849130719,0.0008834613029380568,972.2409999370575,766,766,2119,972.2430000305176
256_2.0,1,41418.19450004508,Inf,0.0,469.69400000572205,274,274,1832,469.6949999332428
151_2.0,3,1798.4463538697216,1804.9424581490875,0.0009819315016086243,873.8439998626709,1237,1237,13394,873.8450000286102
256_2.0,2,44333.533104856746,Inf,0.0,471.13300013542175,285,285,1753,471.1340000629425
O145,4,324.7750741825775,324.7939018359671,0.000992040112578453,2006.9289999008179,7286,7286,47123,2006.9299998283386
O273,5,589.6897188892619,589.6897188892619,52.46216332069413,269.0519998073578,10,3361,2549,972.0499999523163
O28,1,62.83189417189645,62.83189417189645,99.16840752628121,0.026000022888183594,3,9351,190,5.994999885559082
O28,2,62.831894171895975,62.831894171895975,99.4673766998291,0.01699995994567871,1,8686,168,5.99399995803833
O28,3,62.83189417189611,62.83189417189611,99.73351453976103,0.009999990463256836,2,8821,194,6.0
O28,4,62.831894171896195,62.831894171896195,100.0,0.0009999275207519531,0,8856,177,6.0
O28,5,62.83189417189608,62.83189417189608,99.60039720815026,0.013000011444091797,3,9151,167,5.996000051498413
O31,1,77.6644923515365,77.6644923515365,99.80009860267639,0.00800013542175293,1,5015,119,6.0
O31,2,77.66449235153704,77.66449235153704,99.20160234298709,0.02499985694885254,3,5061,133,6.000999927520752
O31,3,77.66449235153677,77.66449235153677,99.86671282658048,0.005000114440917969,1,5436,111,5.995000123977661
O31,4,77.6644923515368,77.6644923515368,99.76680379384358,0.009000062942504883,8,4895,110,6.177000045776367
